title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,object_thumb,object_location,reference_url
"Miller-Dervant Business Card","The Miller-Dervant Company","1905","Ornate engraved business card for the Spokane-based costumers and wig designers.","business cards;engraving (action);graphic design;floral patterns;typography;advertising","124 Post Street, Spokane, WA","47.65624296","-117.423533","Miller-Dervant Company Records, 1896-1955. MsSC 198. Eastern Washington State Historical Society (Northwest Museum of Arts and Culture). Spokane, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_048_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_048.jpg",/make_believe_public/items/make_believe_048.html
"Gentleman&#39;s Costumes","The Miller-Dervant Company","1906","Sample of costumes available, including Uncle Sam, Negro Minstrel and Polar Bear.","performance costumes;costumes (character dress);figures (illustrations)","124 Post Street, Spokane, WA","47.65624296","-117.423533","Miller-Dervant Company Records, 1896-1955. MsSC 198. Eastern Washington State Historical Society (Northwest Museum of Arts and Culture). Spokane, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_049_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_049.jpg",/make_believe_public/items/make_believe_049.html
"We Contract to Makeup and Costume Plays","The Miller-Dervant Company","1906","Back cover illustration of the 1906 Miller-Dervant costume catalogue.","costumes (character dress);illustrations;trade catalogs;advertising;costumes (character dress)","124 Post Street, Spokane, WA","47.65624296","-117.423533","Miller-Dervant Company Records, 1896-1955. MsSC 198. Eastern Washington State Historical Society (Northwest Museum of Arts and Culture). Spokane, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_050_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_050.jpg",/make_believe_public/items/make_believe_050.html
"The Dance of the Dutch","E.T. Hawk","1913","Photo that may be documenting an event from the 1913 Spokane Pow Wow, taken from the bleachers of Glover Field, then known as The Stadium, looking out onto the Monroe Bridge and Spokane River.","photographs;parades;spectators (event observers);arch bridges;bleachers;rivers","Glover Field, Spokane, WA","47.65979743","-117.431453","E.T. Hawk Photograph Collection. SPC-023-0996. Item SPC-023-0996_02_266. Eastern Washington University Archives, John F. Kennedy Memorial Library, Cheney, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_051_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_051.jpg",/make_believe_public/items/make_believe_051.html
"The Dance of the Dutch, Detail","E.T. Hawk","1913","Detail of photograph that may be documenting an event from the 1913 Spokane Pow Wow.","photographs;children&#39;s clothing;musical performances;hats;stripes","Glover Field, Spokane, WA","47.65979743","-117.431453","E.T. Hawk Photograph Collection. SPC-023-0996. Item SPC-023-0996_02_266. Eastern Washington University Archives, John F. Kennedy Memorial Library, Cheney, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_052_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_052.jpg",/make_believe_public/items/make_believe_052.html
"Songs as Sung at the Dutch Mill","Coeur d&#39;Alene Hotel","1940","Cover of the song folder for the Dutch Mill.","songbooks;sheet music;musical instruments;accordions;trumpets;guitars","232 N Howard St, Spokane, WA","47.66003752","-117.4208342","Jerome Peltier Archive of Spokane Area History, 1934-2004. MsSC 5753. Eastern Washington State Historical Society (Northwest Museum of Arts and Culture). Spokane, WA.","","Image;StillImage","image/jpeg","eng;de","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_053_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_053.jpg",/make_believe_public/items/make_believe_053.html
"Business Card","Holland Advertising Company","1910","Business card featuring an illustration of a young woman in pigtails in front of a windmill.","business cards;windmills;advertising;commercial art;typography","717 W Main Avenue, Spokane, WA","47.6590355","-117.4227972","Spokane Flour Mill Records, 1903–1948. Ms 3. Eastern Washington State Historical Society (Northwest Museum of Arts and Culture). Spokane, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_054_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_054.jpg",/make_believe_public/items/make_believe_054.html
"Advertisement","Flyer Flexible","1894-01-03","Advertisement featuring a caricature of a German-American.","advertising;advertising;caricatures","Spokane, WA","47.65849572","-117.4203818","Sutton Family Papers, ca. 1884- ca. 1910. MsSC 131. Eastern Washington State Historical Society (Northwest Museum of Arts and Culture). Spokane, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_055_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_055.jpg",/make_believe_public/items/make_believe_055.html
"SS Great Northern","Kiser Photo Company","1915-03-15","Great Northern Railway steamship on the Columbia River near Flavel, Oregon.","steamships;flags;boats;rivers","Flavel, Oregon (historical)","46.19014109","-123.928846","5.8 × 9.1 in., Org. Lot 78, Box 6, Folder 7, Item 003, Oregon Historical Society Library, Portland, OR.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_056_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_056.jpg",/make_believe_public/items/make_believe_056.html
"Oriental Baths and Laundry","Ryosuke Akashi","1913","Photograph of Spokane storefront.","photographs;storefronts;bathhouses (water recreation structures);laundries (businesses);signage;portraits","Spokane, WA","47.65849572","-117.4203818","Joel E. Ferris Research Archives, Northwest Museum of Arts and Culture (Eastern Washington State Historical Society), Spokane, WA, accessed January 24, 2026, https: //lange.spokanelibrary.org/items/show/5985.","","Image;StillImage","image/jpeg","eng;ja","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_057_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_057.jpg",/make_believe_public/items/make_believe_057.html
"Spokane Parade Scene","E.T. Hawk","1913","&quot;Chinese themed parade participants on
Riverside Avenue&quot;","parades;street scenes;banners;paper lanterns;spectators (event observers);umbrellas","914 W Riverside Ave, Spokane, WA","47.6581197","-117.4261855","E.T. Hawk Photograph Collection. SPC-023-0996. Item SPC-023-0996_03_407. Eastern Washington University Archives, John F. Kennedy Memorial Library, Cheney, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_058_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_058.jpg",/make_believe_public/items/make_believe_058.html
"Tai Chi Company Flour Sack","Spokane Flour Mills","1910","Spokane Flour Mills wholesale flour design for trade in Chinese markets.","packaging;fabricators;trademarks","","","","Eastern Washington State Historical Society. Artifacts Collection. Northwest Museum of Arts and Culture, Spokane, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_059_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_059.jpg",/make_believe_public/items/make_believe_059.html
"Pato Brand Flour Sack","Spokane Flour Mills","1910","Spokane Flour Mills wholesale flour design for trade in Filipino markets.","packaging;cloth;advertising;advertising","","","","Eastern Washington State Historical Society. Artifacts Collection. Northwest Museum of Arts and Culture, Spokane, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_060_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_060.jpg",/make_believe_public/items/make_believe_060.html
"Orchard Brand Flour Sack","Spokane Flour Mills","1910","Spokane Flour Mills wholesale flour design for trade in Chinese markets.","textiles (visual works);trademarks;Chinese characters (writing system);flowers (plant components)","","","","Eastern Washington State Historical Society. Artifacts Collection. Northwest Museum of Arts and Culture, Spokane, WA.","","Image;StillImage","image/jpeg","eng;zh","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_061_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_061.jpg",/make_believe_public/items/make_believe_061.html
"Raymond E. Bigelow Leading the Pow Wow","E.T. Hawk","1913","Director of the Spokane Ad Club Raymond E. Bigelow leading the Pow Wow Celebration in brown face make up and Indigenous dress as &quot;Big Chief I&quot;.","parades;celebrations;costumes (character dress);headdresses;street scenes;banners","","","","E.T. Hawk Photograph Collection. SPC-023-0996. Item SPC-023-0996_03_378. Eastern Washington University Archives, John F. Kennedy Memorial Library, Cheney, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_062_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_062.jpg",/make_believe_public/items/make_believe_062.html
"Miss Spokane and Queen Caroline Testout","Spokane Ad Club","1913","Marguerite Motie as Miss Spokane and four year-old Mildred Tucker as Queen Caroline Testout.","postcards;day dresses;roses (flowers);headbands (headgear);sashes (costume accessories)","","","","Postcard Collection, Northwest Room, Spokane Public Library, accessed January 24, 2026, https: //lange.spokanelibrary.org/items/show/5261.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_063_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_063.jpg",/make_believe_public/items/make_believe_063.html
"The American Wonderland","Spokane Chamber of Commerce","1910","Illustration of Marguerite Motie as Miss Spokane above a map of the Pacific Northwest.","illustrations;promotional materials;maps (documents)","","","","Eastern Washington State Historical Society. Ephemera Collection. Northwest Museum of Arts and Culture, Spokane, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_064_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_064.jpg",/make_believe_public/items/make_believe_064.html
"Big Chief I Bids You Be Merry","Spokane Ad Club;Spokane Chamber of Commerce","1913","Introduction to the program, featuring Raymond E. Bigelow, Marguerite Motie as Miss Spokane and Spokane irrigation leader Fm. March.","posters;Native American regalia;headdresses;advertising","Spokane, WA","47.65849572","-117.4203818","Eastern Washington University Archives, John F. Kennedy Memorial Library, Cheney, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_065_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_065.jpg",/make_believe_public/items/make_believe_065.html
"Frontier Recreation Scene in Parade","Charles A. (Charles August) Libby","1936-08","Parade showing wagons, streetcars and buses.","parades;streetcars;buses;cityscapes (representations);awnings","Spokane, WA","47.65849572","-117.4203818","Northwest Room, Spokane Public Library, accessed January 24, 2026, https: //lange.spokanelibrary.org/items/show/2808.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_066_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_066.jpg",/make_believe_public/items/make_believe_066.html
"Lunette Decorations in the Old National Bank","","1908-09","Lunette decorations and interior view of bank building, designed by architect All. Rand.","lunettes (wall components);arches;statues;interior design","422 W Riverside Ave, Spokane, WA","47.65846588","-117.419144","Eastern Washington State Historical Society. Ephemera Collection. Northwest Museum of Arts and Culture, Spokane, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_067_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_067.jpg",/make_believe_public/items/make_believe_067.html
"Lunette Decorations in the Old National Bank, Detail","","1908-09","Lunette decorations and interior view of bank building, designed by architect All. Rand.","lunettes (wall components);arches;murals (general, decorations on wall)","422 W Riverside Ave, Spokane, WA","47.65846588","-117.419144","Eastern Washington State Historical Society. Ephemera Collection. Northwest Museum of Arts and Culture, Spokane, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_068_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_068.jpg",/make_believe_public/items/make_believe_068.html
"New Year&#39;s Greetings","Fred C. Brisley","1892-01","Cover illustration for the Annual Illustrated Spokane Spokesman.","plates (illustrations);annuals (publications);cityscapes (representations);medallions (ornament areas)","Minneapolis, MN","44.97794162","-93.25715648","Inland Northwest Special Collections, Spokane Public Library, Spokane, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_069_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_069.jpg",/make_believe_public/items/make_believe_069.html
"Studio Portrait with Classical Iconography","Samuel D. Owings Studio","1910","Example of studio portraiture in Spokane with unknown model.","studio portraits;guitars;pedestals;flowers (plant components);day dresses","816 Riverside Avenue, Spokane, WA","47.65851548","-117.4243232","Sutton Family Papers, ca. 1884- ca. 1910. MsSC 131. Eastern Washington State Historical Society (Northwest Museum of Arts and Culture). Spokane, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_070_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_070.jpg",/make_believe_public/items/make_believe_070.html
"Studio Portrait with Classical Iconography, Detail","Samuel D. Owings Studio","1910","Detail of studio portraiture in Spokane highlighting horsehair mats imitating grass within a controlled studio space.","portraits;horsehair;rock carvings","816 Riverside Avenue, Spokane, WA","47.65851548","-117.4243232","Sutton Family Papers, ca. 1884- ca. 1910. MsSC 131. Eastern Washington State Historical Society (Northwest Museum of Arts and Culture). Spokane, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_071_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_071.jpg",/make_believe_public/items/make_believe_071.html
"Marie Antoinettes","E.T. Hawk","1910","Scattered group of parade participants wearing French Noblewomen costumes on Riverside Avenue.","photographs;parades;costumes (character dress);street scenes;hats","811 W Riverside Avenue, Spokane, WA","47.6577859","-117.4244858","E.T. Hawk Photograph Collection. SPC-023-0996. Item SPC-023-0996_02_348. Eastern Washington University Archives, John F. Kennedy Memorial Library, Cheney, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_072_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_072.jpg",/make_believe_public/items/make_believe_072.html
"Library with Classical Iconography","Hyslop and Westcot Architects","1911","Interior of residential library in an issue of the Inland Empire Architect magazine.","fireplaces;Doric columns;Ionic columns;bookshelves;armchairs","Spokane, WA","47.65849572","-117.4203818","Inland Empire Architect Collection, Eastern Washington State Historical Society, Northwest Museum of Arts and Culture, Spokane, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_073_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_073.jpg",/make_believe_public/items/make_believe_073.html
"Green Velvet Effect Wallpaper","John W. Graham &amp; Co.","1910","Illustration from &lt;em&gt;Wall Papers; Artistic Wall Hangings&lt;/em&gt;, nod.","wallpapers;plates (illustrations);fireplaces;vases;interior design","Spokane, WA","47.65849572","-117.4203818","&lt;em&gt;Andrew T. Amos Papers&lt;/em&gt;, 1904–1911, MsSC 11, Eastern Washington State Historical Society, Northwest Museum of Arts and Culture, Spokane, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_074_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_074.jpg",/make_believe_public/items/make_believe_074.html
"Circus Room Mural","","1935","Louis Davenport and Abraham Rutgers Van der Loeff in the &quot;Circus Room&quot;.","murals (general, decorations on wall);ladders;horses","10 S Post St, Spokane, WA 99201","47.6570422","-117.4240403","Northwest Room, Spokane Public Library, accessed January 24, 2026, https: //lange.spokanelibrary.org/items/show/2726.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_075_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_075.jpg",/make_believe_public/items/make_believe_075.html
"Sign of the Calling","Abraham Rutgers Van der Loeff","1935","Detail of the Circus Room Mural by Abraham Rutgers Van der Loeff depicting a man presenting a Masonic hand gesture behind his back and a young man nearby mimicking the sign.","murals (general, decorations on wall);gesture;symbolism (artistic concept)","10 S Post St, Spokane, WA 99201","47.6570422","-117.4240403","Tornado Creek Publications","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_076_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_076.jpg",/make_believe_public/items/make_believe_076.html
"Valley View Addition","H.M. Adams","1915","Promotional booster map for an irrigated addition of logged-over farmland outside of Spokane.","promotional materials;real estate;real estate development;irrigation systems;transportation infrastructure","Liberty Lake, WA","47.67465247","-117.1114369","Charles Woodruff Clarke Papers, 1866-1933. Ms 27. Eastern Washington State Historical Society (Northwest Museum of Arts and Culture). Spokane, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_077_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_077.jpg",/make_believe_public/items/make_believe_077.html
"Spokane Commission Dinner","Frank H. Nowell","1909-05","Dinner held in the Education Building during the Alaska Yukon Pacific Exposition in Seattle. E.F. Cartier Van Dissel seated in the foreground at the right.","dinners;fair buildings;industrial expositions","W Stevens Wy NE, Seattle, WA","47.65229487","-122.306686","University of Washington Libraries, Special Collections, [AYP373]. Accessed August 17, 2025. https: //digitalcollections.lib.washington.edu/digital/collection/ayp/id/466.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_078_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_078.jpg",/make_believe_public/items/make_believe_078.html
"Exposition of Apples","National Apple Show, Incorporated","1908-11-28","Letterhead detail from the National Apple Show, noting Elf. Cartier Van Dissel (Phoenix Sawmill and Lumber Company), Henry M. Richards (Washington Water Power Company) and Lois W. Hill (Great Northern Railway) as associates.","letterheads;art exhibitions;advertising;fruit","202 W 2nd Ave, Spokane, WA","47.65527324","-117.4154851","Spokane Flour Mill Records, 1903–1948. Ms 3. Eastern Washington State Historical Society (Northwest Museum of Arts and Culture). Spokane, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_079_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_079.jpg",/make_believe_public/items/make_believe_079.html
"The Arrival in Spokane","William C. Morris","1911-11-23","Cartoon depicting the arrival of the apple caricatures in Spokane in front of the Old Armory Building.","editorial cartoons;cartoons (humorous images);caricatures;fair buildings;flags","202 W 2nd Ave, Spokane, WA","47.65527324","-117.4154851","Adam H. Irving Papers, 1905-1943. MsSC 141. Eastern Washington State Historical Society (Northwest Museum of Arts and Culture). Spokane, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_080_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_080.jpg",/make_believe_public/items/make_believe_080.html
"Termination of Tenancy","Northwestern and Pacific Hypotheekbank","1933-12-05","Notice issued from the bank to the Miller-Dervant costume company.","legal notices;legal documents;real estate;commercial buildings","209-211 Post Street, Spokane, WA","47.65398154","-117.4232802","Miller-Dervant Company Records, 1896-1955. MsSC 198. Eastern Washington State Historical Society (Northwest Museum of Arts and Culture). Spokane, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_081_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_081.jpg",/make_believe_public/items/make_believe_081.html
"Phoenix Lumber Company Float","H.W. Wilkes","1910","Horse-drawn parade float on a dirt road.","parades;horse-drawn vehicles;banners;flags;lumber","Medical Lake, WA","47.57269698","-117.6851006","Medical Lake Heritage Collection, Medical Lake Historical Society, Washington Rural Heritage, https: //washingtonruralheritage.org/cdm/ref/collection/medicallake/id/1 (accessed June 15, 2024).","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_082_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_082.jpg",/make_believe_public/items/make_believe_082.html
"A. R. Van der Loeff Show Cards","Abraham Rutgers Van der Loeff","1910-04-19","Letterhead illustration for the commercial artist from an invoice directed to Spokane Flour Mills.","letterheads;commercial art;windmills;invoices","216-298 S Post St., Spokane, WA","47.65391603","-117.4234361","Spokane Flour Mill Records, 1903–1948. Ms 3. Eastern Washington State Historical Society (Northwest Museum of Arts and Culture). Spokane, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_083_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_083.jpg",/make_believe_public/items/make_believe_083.html
"Dutch Colonial Interests","Arbuckle Brothers","1890","Series of illustrations depicting Dutch colonial interests from &lt;em&gt;&lt;em&gt;Arbuckles&#39; Illustrated Atlas of Fifty Principal Nations of The World&lt;/em&lt;/em&gt;.","plates (illustrations);colonialism;maps;plantations;harvesting;sailing vessels","","","","David Rumsey Historical Map Collection","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_084_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_084.jpg",/make_believe_public/items/make_believe_084.html
"Born Before the Fire","E.T. Hawk","1910","Two women riding in the back of an automobile in a parade line, flying a banner reading &quot;Native Daughters of Spokane. Born Before the Fire.&quot;","parades;open automobiles;banners;umbrellas;hats;awnings","Spokane, WA","47.65849572","-117.4203818","E.T. Hawk Photograph Collection. SPC-023-0996. Item SPC-023-0996_03_414. Eastern Washington University Archives, John F. Kennedy Memorial Library, Cheney, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_085_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_085.jpg",/make_believe_public/items/make_believe_085.html
"Colville, Washington","","1900","Small, sparsely populated city center of Colville, WA.","cityscapes (representations);main streets;street scenes;horse-drawn vehicles;utility poles;hills (landforms)","Colville, WA","48.54493786","-117.9022105","Spokane Public Library, accessed February 26, 2026, https: //lange.spokanelibrary.org/items/show/4636","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_086_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_086.jpg",/make_believe_public/items/make_believe_086.html
"Bound for Wineland","","1895-04-17","Charles Evans as Leif Eriksson in “&lt;em&gt;Bound for Wineland&lt;/em&gt;” parade.","parades;life floats;performance costumes;boats;spectators (event observers)","Tacoma, WA","47.25601169","-122.445065","TPL-4135, Northwest Room, Spokane Public Library.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_087_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_087.jpg",/make_believe_public/items/make_believe_087.html
"Birds Eye View of Spokane","Carl Dahlgren","1880","Illustration of Spokane created in the early 1880s.","illustrations;urban landscapes;valleys (landforms);roads","Spokane, WA","47.65849572","-117.4203818","Eastern Washington State Historical Society. Ephemera Collection. Northwest Museum of Arts and Culture, Spokane, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_088_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_088.jpg",/make_believe_public/items/make_believe_088.html
"Birds Eye View of Spokane, Detail","Carl Dahlgren","1880","Detail of illustration, revealing the artist beside two figures wearing top hats.","figures (illustrations);urban landscapes;top hats (hats);umbrellas;easels;cityscapes (representations)","Spokane, WA","47.65849572","-117.4203818","Eastern Washington State Historical Society. Ephemera Collection. Northwest Museum of Arts and Culture, Spokane, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_089_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_089.jpg",/make_believe_public/items/make_believe_089.html
"Made in Spokane","The 150,000 Club","1908-03-31","Letterhead logo for the 1500, 000 Club from an invoice issued to the Spokane Flour Mills.","logos;letterheads;emblems (symbols);triangles (polygons);typography","Spokane, WA","47.65849572","-117.4203818","Spokane Flour Mill Records, 1903–1948. Ms 3. Eastern Washington State Historical Society (Northwest Museum of Arts and Culture). Spokane, WA.","","Image;StillImage","image/jpeg","eng","","http://rightsstatements.org/vocab/NoC-US/1.0/","http://localhost:4000/make_believe_public/objects/thumbs/make_believe_090_th.jpg","http://localhost:4000/make_believe_public/objects/make_believe_090.jpg",/make_believe_public/items/make_believe_090.html

